ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
145,VPN connection drops repeatedly,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,Medium,Network,Platform,DNS,Standard,27.5,Chat,L2-Network,Yes,2026-09-09T09:41:02.069522+00:00
146,Reports are running much slower,the issue is affecting reporting and analytics. The support team has attached the latest logs.,Medium,Database,Data Services,PostgreSQL,Business,35.31,Portal,L2-Application,Yes,2026-09-17T03:09:12.076154+00:00
147,Intermittent network connectivity,the service becomes unreachable every few minutes. This started after a recent configuration change.,Low,Network,Platform,VPN,Standard,0.26,Portal,L2-Network,No,2026-08-22T01:07:23.439445+00:00
148,Load balancer health checks failing,requests time out from the office network. The customer has already tried restarting the service.,Low,Network,Platform,WiFi,Business,29.12,Email,L2-Network,Yes,2026-09-19T20:27:59.375858+00:00
149,Checkout returns an error,the same request succeeds after a retry. This started after a recent configuration change.,High,Application,Customer Portal,Search,Enterprise,28.83,Email,L2-Application,Yes,2026-09-15T03:09:23.508412+00:00
150,External monitor is not detected,the device worked earlier in the day. The issue is currently affecting several users.,High,Hardware,Workplace IT,Dock,Business,16.81,Email,L1-Hardware,Yes,2026-09-09T14:14:17.138488+00:00
151,Database connection pool is exhausted,connections remain open after requests finish. The problem is reproducible from the production environment.,High,Database,Data Services,Query Engine,Business,9.36,Email,L3-Database,Yes,2026-08-24T08:19:43.327534+00:00
152,Keyboard stops responding,the peripheral is intermittently unavailable. The support team has attached the latest logs.,High,Hardware,Workplace IT,Dock,Standard,14.66,Portal,L2-Network,Yes,2026-09-13T13:17:51.507564+00:00
153,Reports are running much slower,the scheduled backup did not complete successfully. This started after a recent configuration change.,Medium,Database,Data Services,Replication,Standard,34.16,Email,L1-General,Yes,2026-09-12T10:22:27.909120+00:00
154,API requests return HTTP 500,the same request succeeds after a retry. The support team has attached the latest logs.,Low,Application,Customer Portal,Search,Standard,19.67,Chat,L2-Application,No,2026-08-28T16:15:56.837398+00:00
155,Reports are running much slower,connections remain open after requests finish. The customer has already tried restarting the service.,Low,Database,Data Services,Backup,Standard,31.62,Email,L3-Database,Yes,2026-09-04T04:46:33.301931+00:00
156,SSO login returns access denied,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,SSO,Business,18.24,Portal,Security,Yes,2026-08-29T13:53:30.013104+00:00
157,MFA challenge is failing,login works for other accounts but not this user. The issue is currently affecting several users.,Medium,Access,Identity,IAM,Standard,15.62,Chat,Security,Yes,2026-09-04T09:34:10.929201+00:00
158,Unexpected permission change detected,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Business,4.22,Email,L2-Application,No,2026-09-19T11:56:08.516508+00:00
159,Checkout returns an error,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,High,Application,Customer Portal,Search,Enterprise,34.54,Chat,L2-Application,Yes,2026-09-11T00:08:55.339276+00:00
160,External monitor is not detected,the peripheral is intermittently unavailable. This started after a recent configuration change.,Low,Hardware,Workplace IT,Dock,Business,7.98,Chat,L1-Hardware,No,2026-08-23T08:11:55.410451+00:00
161,Database queries are timing out,the scheduled backup did not complete successfully. The support team has attached the latest logs.,Low,Database,Data Services,MySQL,Standard,32.52,Jira,L3-Database,Yes,2026-09-17T15:06:23.803039+00:00
162,Notification jobs are delayed,logs contain repeated server errors. The issue is currently affecting several users.,High,Application,Customer Portal,Notifications,Standard,35.22,Portal,L2-Application,Yes,2026-08-25T12:34:42.713677+00:00
163,Laptop will not power on,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,High,Hardware,Workplace IT,Printer,Business,6.23,Email,L1-Hardware,Yes,2026-09-05T01:51:26.207469+00:00
164,Application page shows a blank screen,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Checkout,Enterprise,34.65,Portal,L2-Application,Yes,2026-08-23T12:16:23.580810+00:00
165,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,Medium,Database,Data Services,MySQL,Standard,22.25,Chat,L1-General,Yes,2026-08-22T15:58:02.230420+00:00
166,Laptop will not power on,the device worked earlier in the day. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Dock,Business,7.97,Chat,L1-Hardware,No,2026-09-19T08:14:52.962146+00:00
167,Database queries are timing out,connections remain open after requests finish. This started after a recent configuration change.,Medium,Database,Data Services,PostgreSQL,Business,22.11,Chat,L3-Database,Yes,2026-08-24T06:03:43.651988+00:00
168,Database connection pool is exhausted,connections remain open after requests finish. The customer has already tried restarting the service.,High,Database,Data Services,Query Engine,Enterprise,1.2,Jira,L3-Database,Yes,2026-09-16T22:09:47.321367+00:00
169,Laptop will not power on,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Laptop,Business,2.49,Portal,L1-Hardware,No,2026-08-28T09:59:34.195863+00:00
170,Docking station disconnects,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Monitor,Enterprise,22.01,Portal,L1-Hardware,Yes,2026-09-07T18:03:58.032461+00:00
171,DNS resolution failing for internal service,requests time out from the office network. This started after a recent configuration change.,Low,Network,Platform,Load Balancer,Business,11.25,Email,L2-Application,No,2026-09-09T22:12:32.168375+00:00
172,Laptop will not power on,the issue affects a single employee workstation. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Monitor,Enterprise,12.77,Email,L1-Hardware,No,2026-09-01T13:15:51.986065+00:00
173,Load balancer health checks failing,users cannot stay connected to the corporate network. This started after a recent configuration change.,Medium,Network,Platform,Load Balancer,Standard,21.17,Chat,L2-Network,Yes,2026-09-15T00:18:53.446531+00:00
174,API requests return HTTP 500,logs contain repeated server errors. The issue is currently affecting several users.,Low,Application,Customer Portal,Search,Business,11.62,Jira,L2-Application,No,2026-08-24T13:32:16.927946+00:00
175,Notification jobs are delayed,customers are unable to complete the workflow. The customer has already tried restarting the service.,Low,Application,Customer Portal,Notifications,Enterprise,12.13,Jira,L2-Application,No,2026-08-29T09:35:51.218232+00:00
176,Backup job failed overnight,replica data is several minutes behind primary. This started after a recent configuration change.,Medium,Database,Data Services,Replication,Business,6.69,Chat,L3-Database,No,2026-09-04T18:10:07.354551+00:00
177,Search results fail to load,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Notifications,Standard,13.49,Email,L2-Application,No,2026-08-30T08:34:40.910097+00:00
178,Unexpected permission change detected,the user receives an access denied response. This started after a recent configuration change.,Medium,Access,Identity,Password Reset,Business,23.71,Jira,Security,Yes,2026-08-24T01:11:49.946057+00:00
179,Notification jobs are delayed,logs contain repeated server errors. The support team has attached the latest logs.,Medium,Application,Customer Portal,Search,Enterprise,16.08,Portal,L2-Application,Yes,2026-09-08T06:07:56.906854+00:00
180,Laptop will not power on,a replacement may be required if troubleshooting fails. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Keyboard,Standard,29.78,Portal,L1-Hardware,Yes,2026-08-31T20:13:36.765062+00:00
181,SSO login returns access denied,login works for other accounts but not this user. The customer has already tried restarting the service.,Medium,Access,Identity,MFA,Enterprise,35.11,Jira,Security,Yes,2026-08-26T17:53:48.102784+00:00
182,Unexpected permission change detected,the user receives an access denied response. The support team has attached the latest logs.,High,Access,Identity,SSO,Business,33.32,Email,Security,Yes,2026-08-23T19:31:43.492342+00:00
183,Database connection pool is exhausted,transactions are waiting longer than expected. The problem is reproducible from the production environment.,Medium,Database,Data Services,Backup,Standard,31.23,Jira,L3-Database,Yes,2026-08-26T07:33:19.753715+00:00
184,API requests return HTTP 500,the application worked yesterday but now fails for multiple users. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Notifications,Business,24.35,Chat,L2-Application,Yes,2026-08-27T06:22:31.295414+00:00
185,Docking station disconnects,a replacement may be required if troubleshooting fails. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Dock,Enterprise,17.87,Portal,L1-Hardware,No,2026-09-08T07:15:49.032156+00:00
186,Password reset link is invalid,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,Password Reset,Enterprise,12.33,Jira,Security,Yes,2026-08-22T10:29:04.528361+00:00
187,Docking station disconnects,the issue affects a single employee workstation. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Dock,Business,19.75,Email,L1-Hardware,No,2026-09-08T15:03:35.523375+00:00
188,Backup job failed overnight,transactions are waiting longer than expected. The support team has attached the latest logs.,High,Database,Data Services,Query Engine,Standard,16.41,Email,L3-Database,Yes,2026-09-12T00:39:10.946001+00:00
